type,id,ntags,tagkey,tagvalue,nodes
way,29252671,3,"['foot', 'layer', 'leisure']","['yes', '1', 'track']","[321712407,321712408,321712409,321712410,321712411,321712412,321712413,321712414,321712415,321712416,321712417,321712418,321712419,321712420,321712421,321712422,321712423,321712424,321712425,321712407]"
way,29280928,1,['note'],['Will be converted into side platform in the near future'],"[5475576563,2886414985,286083642]"
way,30605388,5,"['alt_name', 'building', 'building:levels', 'height', 'name']","['U.P. Law Center', 'yes', '3', '20', 'Bocobo Hall']","[338420904,338420905,338420906,338420907,5344986537,338420904]"
way,30605391,3,"['building', 'building:levels', 'name']","['yes', '3', 'Romulo Hall']","[338420908,338420909,338420910,338420911,338420908]"
way,30605393,4,"['building', 'building:levels', 'height', 'note']","['yes', '5', '24', 'name and other details in amenity polygon']","[338420912,5344986534,338420913,338420914,338420915,338420912]"
way,30605394,10,"['addr:city', 'addr:postcode', 'addr:street', 'alt_name', 'amenity', 'building', 'building:entrances', 'height', 'levels', 'name']","['Quezon City', '1101', 'Roxas Avenue', 'College of Education', 'college', 'yes', '1', '10', '3', 'Benitez Hall']","[338420916,338420917,338420918,338420919,338420920,338420921,5449409866,5449409865,338420922,338420923,338420926,5449409864,5449409863,338420929,338420931,338420932,338420933,338420934,338420935,338420936,5344986528,338420916]"
way,30605395,8,"['addr:city', 'addr:postcode', 'addr:street', 'alt_name', 'building', 'building:entrances', 'building:levels', 'name']","['Quezon City', '1101', 'Roxas Avenue', 'Department of Psychology', 'yes', '1', '2', 'Alfredo Lagmay Hall']","[338420937,338420938,5344878241,338420940,338420942,2634843241,2634843242,338420948,338420950,338420937]"
way,30605397,7,"['addr:city', 'addr:street', 'building', 'building:levels', 'height', 'name', 'name:en']","['Quezon City', 'Roxas Avenue', 'yes', '5', '20', 'Palma Hall', 'College of Social Sciences and Philosophy (CSSP)']","[338420953,338420954,338420956,338420958,338420960,338420962,338420963,338420965,2672518624,338420967,338420970,321704554,338420974,2459343842,338420977,338420980,1060649754,338420984,5203915201,338420988,338420990,338420993,338420995,338420998,3683514818,3683514817,338421002,4412513545,338420953]"
way,30605400,4,"['amenity', 'leisure', 'name', 'sport']","['swimming_pool', 'swimming_pool', 'UP Swimming Pool', 'swimming']","[338421115,338421116,338421117,338421118,338421119,338421120,338421115]"
way,30605401,2,"['highway', 'name']","['residential', 'P. Valenzuela']","[338421121,30763146]"
way,30605402,2,"['highway', 'service']","['service', 'driveway']","[338421123,338421124,2283816480,338421125,338421126]"
way,30605403,2,"['highway', 'service']","['service', 'driveway']","[4414979683,5941661210,5941661232,338421127]"
way,30605405,0,,,"[338421136,338421137,338421138,338421139,338421136]"
way,30605408,5,"['building', 'building:entrances', 'building:levels', 'name', 'name:abbr']","['yes', '1', '4', 'Electrical and Electronics Engineering Institute', 'EEEI']","[5464286844,5464286845,338421146,4903638262,338421147,338421148,338421149,338421152,338421155,5464286844]"
way,30605411,4,"['building', 'building:levels', 'height', 'name']","['dormitory', '2', '8', 'Molave Residence Hall']","[338421161,338421172,338421171,338421170,338421169,338421168,338421167,338421166,338421164,5203915521,5203915220,5203915218,5203915219,338421162,338421161]"
way,30605412,2,"['highway', 'service']","['service', 'driveway']","[338421173,338421174,338421175,338421176,338421177,338421178,338421179,338421180]"
way,30605569,0,,,"[338424132,338424133,338424134,338424135,338424132]"
way,31489496,6,"['addr:street', 'amenity', 'building', 'building:entrances', 'levels', 'name']","['Velasquez', 'library', 'school', '1', '3', 'College of Science Library and Administration Building']","[351982131,351982132,675497790,675497789,675497788,675497783,351982133,351982134,351982136,351982137,675497746,675497774,675497775,675497750,675497778,675497752,675497742,675497762,675497748,675497779,675497776,675497772,675497743,351982138,351982139,675497792,675497791,5344986530,675497794,675497795,351982140,351982141,675497719,675497727,675497736,675497737,675497721,675497729,675497716,675497732,675497740,675497722,675497733,675497725,675497717,351982131]"
way,31489501,0,,,"[427518901,427518904,427518903,427518902,351982226,351982225,351982224,675498474,675498472,5344986532,675498478,675498475,351982235,351982234,351982233,427518905,427518906,427518907,427518908,674929130,674929127,674929133,674929131,674929136,674929135,4064535540,674929140,4064535538,4903638222,4903638019,4903638020,4903638221,4064535539,427518901]"
way,33782631,9,"['addr:city', 'addr:postcode', 'addr:street', 'alt_name', 'building', 'building:levels', 'height', 'internet_access', 'name']","['Quezon City', '1101', 'Osmeña Avenue', 'College of Engineering', 'yes', '5', '20', 'yes', 'Melchor Hall']","[1629353594,2634863105,1629353590,2634863104,2634863103,2214275084,1629353586,2214136631,3419027293,3419025393,386834587,386834589,2947150908,386834591,386834593,386834596,386834598,1091404291,2214275080,2214275082,1091404295,1091404297,1091404300,1091404305,1091404309,1091404316,2214136630,1091404320,1629353594]"
way,33782702,2,"['building', 'name']","['yes', 'Benton Hall']","[386835809,386835810,386835811,386835812,386835809]"
way,36769816,2,"['highway', 'service']","['service', 'parking_aisle']","[321699737,1235577992,1235577936]"
way,36769817,2,"['highway', 'service']","['service', 'parking_aisle']","[1235577992,427518922,427518921]"
way,36769818,1,['amenity'],['parking'],"[427518923,427518924,427518925,427518926,427518927,427518928,427518923]"
way,36931486,2,"['highway', 'service']","['service', 'driveway']","[429457653,1014439281,429457516,6642588007,1215752882,5383505891,5383505889,949321474,5499252566,5499252563,3942736783]"
way,36931526,4,"['landuse', 'name', 'wikidata', 'wikipedia']","['commercial', 'U.P. - Ayala Land Technohub', 'Q7862986', 'en:U.P.–Ayala Land TechnoHub']","[429457991,429457992,1137567489,1215752885,5383505898,1137567492,1137567493,429457993,3942736803,967610685,3942736782,3942736788,3942736789,3942736791,3942736792,4208396269,4208396270,5383505909,5383505910,967610691,967610694,5383505904,967610698,5383505905,967610700,5383505906,967610702,429457995,429457996,965686228,1152137797,1152137795,1152137851,1152137853,1152137863,429457997,429457998,429457999,429458000,429458002,5591469082,429457991]"
way,36931537,4,"['alt_name', 'building', 'name', 'source']","['Building C', 'commercial', 'HSBC', 'Bing']","[429458049,429458051,429458053,429458059,429458061,429458062,429458049]"
way,36990368,2,"['amenity', 'name']","['university', 'Marine Science Institute']","[430174918,675525506,675525464,675525481,675525403,675525296,675525379,675525345,675525369,5344986529,675525355,675525332,675525391,675525317,675525555,675525596,675525641,675525614,675525673,675525661,675525627,675525653,675525603,675525568,675525580,675525709,675525720,675525770,675525775,675525795,675525750,675525739,675525698,430174922,675525244,675525232,675525257,430174926,675525268,675524350,675524333,675524322,675524521,675524550,675524491,675524536,675524575,675524503,675524257,675524269,675524282,675524275,675524404,675524453,675524436,675524480,675524467,675524420,675524306,675524293,675524365,675524616,430174929,675524594,675524378,675524392,675525451,675525439,675525493,675525421,430174918]"
way,37022532,1,['height'],['12'],"[430582287,430582292,2283816482,2283816481,3845288836,430582291,2283816478,2283816479,430582290,430582289,430582288,430582287]"
way,37022534,0,,,"[430582327,430582334,430582332,430582328,430582327]"
way,37022557,3,"['building', 'levels', 'name']","['dormitory', '2', 'Yakal Residence Hall']","[430582474,430582475,430582476,430582477,430582478,430582479,430582480,1137579625,1137579627,1137579629,1137579626,1137579634,1137579633,430582481,430582474]"
way,37201461,3,"['highway', 'junction', 'oneway']","['unclassified', 'roundabout', 'yes']","[433034938,433035022,1915570477,433034952,433035033,1915570514,433034964,433035046,1915570486,433034980,433035062,1915570467,433034994,1915570458,433035077,1915570443,433035005,433035090,1915570409,433035006,1915570397,433035099,433035016,433035117,1915570393,433035017,433035118,433035018,433035119,1915570448,1915570455,1235577935,433034938]"
way,37201467,2,"['highway', 'oneway']","['unclassified', 'yes']","[433034964,1915570488,6773324888,5464286904,765257057]"
way,37201468,1,['highway'],['unclassified'],"[433035369,2212992582,1235577936,433035341]"
way,37201469,2,"['highway', 'oneway']","['unclassified', 'yes']","[433035183,433035384,433035388,433035400,433035369]"
way,37201470,2,"['highway', 'oneway']","['unclassified', 'yes']","[433035369,433035414,433035426,433035436,433035232]"
way,37201472,2,"['highway', 'oneway']","['unclassified', 'yes']","[433035118,433035457,433035513,433035539,433035543,433035557]"
way,37201473,2,"['highway', 'oneway']","['unclassified', 'yes']","[433035557,433035584,433035599,433035606,433035619,433034938]"
way,37201474,1,['highway'],['unclassified'],"[433035557,6773540187,6773494903,1903908412,433035646]"
way,37201475,1,['highway'],['unclassified'],"[30763220,433035669]"
way,37201476,2,"['highway', 'oneway']","['unclassified', 'yes']","[433034952,5464155027,1235577933,433035669]"
way,37201477,2,"['highway', 'oneway']","['unclassified', 'yes']","[433035669,1235577988,1915570488,1915570486]"
way,37201478,2,"['highway', 'service']","['service', 'parking_aisle']","[321699824,321699820,321699821]"
way,37201479,1,['amenity'],['parking'],"[433035831,433035857,433035885,433035930,433035963,433035991,433035831]"
way,37201480,3,"['amenity', 'name', 'parking']","['parking', 'Math', 'surface']","[433036052,2672529912,433036074,433036089,5464367914,433036125,433036052]"
way,37207096,4,"['access', 'foot', 'highway', 'name']","['no', 'yes', 'unclassified', 'Quirino Avenue']","[4324757103,4324757104,5464924947,5464924946,433178870]"
way,37207110,2,"['highway', 'name']","['residential', 'Jose P. Laurel']","[433178891,433178879]"
way,37207112,2,"['highway', 'service']","['service', 'driveway']","[433178923,321698007,7131223625,17216435]"
way,37207113,4,"['access', 'foot', 'highway', 'service']","['no', 'yes', 'service', 'driveway']","[433178848,6228958781,433178923]"
way,37207527,3,"['foot', 'highway', 'name']","['yes', 'footway', 'Daan Tubo']","[433181376,5375574531,2467784949,5465065006,433181384,5465065007,5465065008,5464780880,433181385]"
way,40622884,6,"['addr:postcode', 'addr:street', 'building', 'building:levels', 'name', 'name:en']","['1101', 'Magsaysay Avenue', 'dormitory', '2', 'Ipil Residence Hall', 'Ipil Residence Hall']","[493411017,493411021,2634838241,493411024,2634838245,2634838246,493411028,493411030,493411032,493411037,493411042,493411046,493411049,493411057,493411062,493411065,493411017]"
way,40670688,5,"['addr:city', 'addr:postcode', 'addr:street', 'amenity', 'name']","['Quezon City', '1101', 'Emilio Jacinto', 'college', 'UP School of Urban and Regional Planning']","[493973745,493973746,493973749,493973750,493973745]"
way,40670689,0,,,"[493973751,493973752,1334621257,1334621273,5344995251,493973751]"
way,40670690,7,"['addr:city', 'addr:postcode', 'addr:street', 'building', 'building:levels', 'name', 'website']","['Quezon City', '1101', 'E. De los Santos', 'yes', '2', 'College of Architecture Building 1', 'https://upca.upd.edu.ph/']","[493973755,1319793362,1319793212,1319793303,493973756,3078068405,493973758,5465135403,5344995252,493973759,493973760,493973755]"
way,40670691,1,['building'],['yes'],"[493973761,2634960984,2634960983,5344986535,2634960981,2634960982,493973762,493973763,2634960980,2634960979,493973764,2634960988,493973765,2634960986,493973766,493973767,2634960985,493973768,493973761]"
way,40670792,6,"['alt_name', 'alt_name:abbr', 'building', 'building:levels', 'name', 'name:en']","['Natural Science Research Institute', 'NSRC', 'yes', '1', 'Miranda Hall', 'National Sciences Research Institute (NSRI)']","[493974349,493974350,493974351,493974352,493974353,493974354,493974355,493974356,493974357,493974358,675541180,675541184,675541188,675541182,493974359,493974360,493974349]"
way,40671090,3,"['building', 'building:levels', 'name']","['yes', '3', 'Institute of Mathematics']","[493976649,1319775930,493976650,493976651,5464367897,1319775891,1319775975,493976652,2634850970,2634850972,493976653,493976654,1319775867,1319775877,493976655,1319775843,1319776057,1319775974,493976656,1319775846,1319776059,1319776001,493976649]"
way,40671346,4,"['alt_name', 'building', 'building:levels', 'name']","['Chemistry Pavilion', 'yes', '2', 'Palma Hall Pavilion 2']","[493984475,493984481,2195312692,2195312691,493984486,493984500,493984475]"
way,40671348,3,"['building', 'building:levels', 'name']","['yes', '2', 'Palma Hall Pavilion 1']","[493984518,5203915196,5203915195,5203915197,493984518]"
way,40671349,4,"['alt_name', 'building', 'building:levels', 'name']","['Physics Pavilion', 'yes', '2', 'Palma Hall Pavilion 3']","[493984537,2195312694,2195312693,493984549,3683514816,493984555,1429791982,493984563,493984537]"
way,40671350,3,"['alt_name', 'building', 'name']","['Biology Pavilion', 'yes', 'Palma Hall Pavilion 4']","[493984582,1429791983,493984588,1629353540,493984599,493984605,493984582]"
way,40671357,6,"['addr:city', 'addr:postcode', 'addr:street', 'building', 'building:levels', 'name']","['Quezon City', '1101', 'Quirino Avenue', 'yes', '2', 'Kamia Residence Hall']","[493984738,493984741,493984743,493984749,493984751,493984754,493984756,5464911121,5464910720,5464910719,5464911122,493984759,493984761,493984763,493984766,493984767,493984738]"
way,40671358,3,"['building', 'building:levels', 'name']","['yes', '2', 'Sampaguita Residence Hall']","[493984769,493984771,675544224,675544253,675544270,675544294,675544342,675544380,493984773,493984775,493984778,493984780,493984782,675544064,675544091,493984784,493984769]"
way,40671359,4,"['alt_name', 'building', 'building:levels', 'name']","['Chemistry Pavilion', 'yes', '2', 'Palma Hall Pavilion 1']","[493984793,493984796,5319831143,493984798,5203915198,338420984,1060649754,493984793]"
way,46821358,3,"['foot', 'highway', 'name']","['yes', 'footway', 'Rockhounds path']","[321698994,321699903]"
way,46918496,2,"['access', 'highway']","['private', 'service']","[606282224,598946209,598946210,598946211,598946212,598946213]"
way,46918498,0,,,"[598946218,598946219,598946220,598946221,598946222,598946223,1319793301,1319793393,598946218]"
way,46918499,6,"['alt_name', 'building', 'building:levels', 'name', 'name:abbr', 'previously']","['Dolores Hernandez Hall', 'yes', '2', 'National Institute for Science and Mathematics Education Development', 'NISMED', 'node:255072204']","[598946224,598946225,598946226,598946227,598946228,1319793320,598946229,598946230,598946231,1319793281,1319793357,1319793423,1319793263,598946224]"
way,46918500,6,"['addr:city', 'addr:postcode', 'addr:street', 'building', 'building:levels', 'name']","['Quezon City', '1101', 'Velasquez', 'yes', '3', 'NISMED Dormitory']","[598946232,598946233,598946234,598946235,598946236,598946237,1319793337,1319793415,1319793244,1319793359,1319793308,1319793217,1319793242,1319793334,1319793385,1319793265,1319793311,598946238,1319793219,1319793269,598946239,598946232]"
